name,avatar,description,education,affiliation,specialty,locations,website
"Nadine B. Hanna, MD, FACOG",https://www.bassmedicalgroup.com/wp-content/uploads/2018/09/Nadine-Hanna-MD.jpg,"Nadine B. Hanna, MD, FACOGhas been with Muir OB/Gyn since 2001. Dr. Hanna received her Doctor of Medicine from the Medical College of Pennsylvania and completed her residency at the University of California, Davis. She graduated from McGill University, Montreal, Canada with a Bachelor of Science degree in Biochemistry. Dr. Hanna is one of three doctors that perform deliveries and care for high and low risk pregnancies. She also provides comprehensive gynecologic care to all age groups including minimally invasive gynecological surgeries. Dr. Hanna believes in building a collaborative relationship with patients based on good communication and mutual respect. In her free time Dr. Hanna can be found at soccer games, music classes or gymnastics with her three young daughters.Medical School:Medical College of Pennsylvania in PhiladelphiaInternship:University of Maryland in BaltimoreResidency:University of California DavisJohn Muir Health Walnut Creek Medical CenterJohn Muir Health Concord Medical Center","Medical School:Medical College of Pennsylvania in Philadelphia, Internship:University of Maryland in Baltimore, Residency:University of California Davis","John Muir Health Walnut Creek Medical Center, John Muir Health Concord Medical Center",Obstetrics and Gynecology,"Walnut Creek 112 La Casa Via Suite 200 Walnut Creek, CA 94598 Ph: 925-933-4747 Fx: 925-935-3559 | Brentwood 350 John Muir Pkwy Suite 205 Brentwood, CA 94513 Ph: 925-626-3900 Fx: 925-516-4779",www.muirob.com
"Janet Hall, NP",https://www.bassmedicalgroup.com/wp-content/uploads/2017/12/janet-hall-PA.jpg,Bio Coming Soon,,,"Nurse Practitioner, Pain Medicine","Pleasanton 2324 Santa Rita Road Suite 6 Pleasanton, CA 94588 Ph: 925-287-1256 Fx: 925-287-0913",www.pacificspineandpain.com
"Abdul Rahman Hamdi, MD",https://www.bassmedicalgroup.com/wp-content/uploads/2017/07/Dr.-Hamdi-Picture-e1540428887727.jpg,"Dr. Hamdi is the newest doctor to joinSouth Valley Vascularand will be accepting patients starting in July 2017. He earned his bachelors degree in biological science fromLouisiana State University, and proceeded to complete his medical school andgeneral surgerytraining atHoward University Hospitalin Washington, D.C. in 2015. He then completed avascular surgeryfellowship at theUniversity of Maryland Medical Centerin Baltimore. Dr. Hamdi has extensive training in all aspects of vascular surgery care, including the most cutting-edge techniques and technologies. Dr. Hamdi believes in delivering excellent care to all his patients, and he prides himself on achieving great outcomes.Dr. Hamdi is married to his beautiful wife Marium, who is currently pursuing her education to become a pharmacist. They both enjoy the outdoors and spending time in the wilderness. Dr. Hamdi enjoys fitness training, fishing, and traveling, and he is an avid football fan.Originally from Baton Rouge Louisiana, Dr. Hamdi enjoys the livability and quality of life in less crowded cities. He has found Visalias agricultural landscape, warm community and family-friendly environment comforting. This, along with access to the outdoors and the beautiful Sequoias, is what attracted him to this city. Dr. Hamdi and Marium look forward to becoming an integral part of the Visalia Community.Medical School:Howard University Hospitalin Washington DCResidency:Howard University Hospitalin Washington DCFellowship:University of Maryland Medical Centerin BaltimoreKaweah Delta Medical CenterAdventist Medical Center HanfordSierra View District Hospital PortervilleTulare Regional Medical Center","Medical School:Howard University Hospital, in Washington DC, Residency:Howard University Hospital, in Washington DC, Fellowship:University of Maryland Medical Center, in Baltimore","Kaweah Delta Medical Center, Adventist Medical Center Hanford, Sierra View District Hospital Porterville, Tulare Regional Medical Center",Vascular Surgery,"Visalia 820 S. Akers Street Suite 120 Visalia, CA 93277 Ph: 559-625-4118 Fx: 559-625-6004 | Porterville 384 Pearson Drive Porterville, CA 93257 Ph: 559-788-1022 Fx: 559-625-6004",
"Edward J. Guarino, MD",https://www.bassmedicalgroup.com/wp-content/uploads/2017/07/Dr_Edward.jpg,"Dr. Guarino enjoys finding out what makes each patient and family unique. His mission is to offer the best qualityneurologycare possible, and to be a sincere medical advocate. Dr. Guarino grew up in Boise, Idaho. His undergraduate degree is fromUniversity of Washington, Seattle and is medical degree is fromLoyola/Stritchin Chicago. Dr. Guarino completed his pediatric internship and residency, as well as his child neurology residency at Stanford University where he was awarded Outstanding Resident during his second postgraduate year. Dr. Guarino furthered his training by completing a two-year fellowship in Clinical Epilepsy/EEG at Stanford University, where he served as Clinical Instructor in both Neurology and Pediatrics. Dr. Guarino enjoys all aspects of general child neurology, with subspecialty interest in epilepsy.Medical School:Loyola University Stritch School of Medicinein Chicago, IllinoisInternship:Stanford University in CaliforniaResidency:Stanford University in CaliforniaFellowship:Stanford University in CaliforniaGood Samaritan Hospital Napa","Medical School:Loyola University Stritch School of Medicine, in Chicago, Illinois, Internship:Stanford University in California, Residency:Stanford University in California, Fellowship:Stanford University in California",Good Samaritan Hospital Napa,Neurology,"San Jose 2516 Samaritan Drive Suite F San Jose, CA 95124 Ph: 408-356-4777 Fx: 408-356-4775",www.southvalleyneurology.com
"Joanna Hahn, NP",https://www.bassmedicalgroup.com/wp-content/uploads/2018/09/Hanh_Joanna-e1540428727794.jpg,Bio Coming Soon,,,"Family Medicine, Nurse Practitioner","Concord 2415 High School Avenue Suite 300 Concord, CA 94520 Ph: 925-685-8894 Fx: 925-609-7558",www.bayhealthprimarycare.com
"Lawrence J. Goldstein, MD, FACS",https://www.bassmedicalgroup.com/wp-content/uploads/2018/09/Dr.-Lawrence-Goldstein-Vascular-Surgeon.jpg,"Dr. Goldstein completed medical school atWayne State University. He trained ingeneral surgeryduring residency atUniversity of California, Irvineand completed avascular surgeryfellowship at WSU where he received training in microvascular surgery. He also completed an endovascular fellowship in Honolulu under Dr. Peter Schneider.For ten years, Dr. Goldstein practiced general, thoracic and vascular surgery in the clinic and academic setting at the University of California, San Francisco (UCSF), where he rose to the rank of associate professor and chief of vascular surgery of UCSF, East Bay.Dr. Goldstein is the author of 28 publications, two book chapters,nine abstracts and eight poster presentations.His primary interests are upper and lower extremity limb salvage, minimally invasive endovascular surgery including percutaneous aortic aneurysm repair, carotid artery disease and emerging therapies for venous pathology.Dr. Goldstein is board certified and a Fellow of the American College of Surgeons.Medical School:Wayne State Universityin Detroit, MichiganInternship:University of California Irvine in OrangeResidency:University of CaliforniaIrvineinOrangeFellowship:Wayne State Universityin Detroit, MichiganQueen Of The Valley Medical Center","Medical School:Wayne State University, in Detroit, Michigan, Internship:University of California Irvine in Orange, Residency:University of CaliforniaIrvineinOrange, Fellowship:Wayne State University, in Detroit, Michigan",Queen Of The Valley Medical Center,Vascular Surgery,"Napa #4 Financial Plaza Napa, CA 94558 Ph: 707-266-7051 Fx: 707-266-7052",
"Susanne Goeb, PA-C",https://www.bassmedicalgroup.com/wp-content/uploads/2018/09/Susanne-Goeb-PA-C.jpg,"Susanne Goebchose family medicine because she feels it is a great opportunity to serve the community whereshe lives. Susanne is a certified physician assistant practicing in primary care. She loves the challenge and unpredictability of her work. Her areas of professional interest and expertise include womens health and mood disorders.Susanne is a graduate of theUniversity of California, Davis.Susanneloves the natural world and enjoys hiking and reading. She has become a fan of Giants baseball and speaks English, Spanish, French and German.Medical School: Physician AssistantUniversity of California Davis",Medical School: Physician AssistantUniversity of California Davis,,"Family Medicine, Physician Assistant","Danville 4165 Blackhawk Plaza Circle Suite 100 Danville, CA 94506 Ph: 925-736-7070 Fx: 925-736-7075 | Danville 3424 Camino Tassajara Road Danville, CA 94506 Ph: 925-309-2700 Fx: 925-309-2701",www.blackhawkmedicalgroup.com
"Theresa Gipps, MD, FACOG",https://www.bassmedicalgroup.com/wp-content/uploads/2018/09/Dr.-Theresa-Gipps-OBGYN-Walnut-Creek-CA.jpg,"Dr. Theresa Gipps grew up in Northern California and attended middle and high school in Walnut Creek. She received her B.S. degrees in Microbiology and Psychology from the University of California, San Diego. After attending the Keck School of Medicine at the University of Southern California in Los Angeles and completing her residency in Obstetrics and Gynecology at UCSF Fresno, she has chosen Walnut Creek to share her time and talents. Dr. Gipps is excited to return to her hometown to practice collaboratively with patients whether delivering babies, performing minimally invasive surgery, or assisting with routine gynecologic health. She is excited to join a premier East Bay practice with Dr. Timothy Leach, Director of Ob/Gyn at John Muir Walnut Creek.Medical School:Keck School of Medicine at the University of Southern California in Los AngelesResidency:UCSF Fresno in CaliforniaJohn Muir Health Walnut Creek Medical Center","Medical School:Keck School of Medicine at the University of Southern California in Los Angeles, Residency:UCSF Fresno in California",John Muir Health Walnut Creek Medical Center,Obstetrics and Gynecology,"Walnut Creek 110 Tampico Suite 210 Walnut Creek, CA 94598 Ph: 925-935-6952 Fx: 925-935-1396",www.leachobgyn.com
"Leslie A. Gillum, MD, MPH",https://www.bassmedicalgroup.com/wp-content/uploads/2018/09/Dr.-Leslie-Gillum-Neurologist.jpg,"Dr. Leslie Allison Gillum grew up in Virginia and received a Bachelor of Arts in biology from theUniversity of Virginiain 1995. She received a Master of Public Health in Epidemiology (2001) from theUniversity of California Berkeleyand studied medicine at theUniversity of California San Francisco. Dr. Gillum completed a neurology residency in 2005 and a fellowship in spine neurology in 2006. She is a diplomate of the American Board of Psychiatry and Neurology and also the American Board of Electrodiagnostic Medicine. From 2005-2009, she worked exclusively as a clinical faculty member in neurology at UCSF and participated in NIH-based research.In 2009, Dr. Gillum happily left her across-bay commute behind and joined the Neurology Medical Group of Diablo Valley as a full-time generalneurologist. She has served as NMGs Managing Partner since 2011. She truly enjoys her work and cares for all types of neurologic illnesses, including but not limited to:stroke,Parkinsons,MS,migraines, myasthenia gravis, neuropathy and more. She also has a subspecialty in spine neurology and helps neurosurgeons and orthopedic spine surgeons, physicians and patients determine if neurologic symptoms are attributable to anatomic spine disease (disc herniation, spinal stenosis, etc.) or other neurologic illness. She maintains close UCSF ties and volunteers her time teaching medical students.Medical School:University of California San FranciscoInternship:University of California San FranciscoResidency:University of California San FranciscoFellowship:University of California San FranciscoJohn Muir Health Walnut Creek Medical CenterJohn Muir Health Concord Medical Center","Medical School:University of California San Francisco, Internship:University of California San Francisco, Residency:University of California San Francisco, Fellowship:University of California San Francisco","John Muir Health Walnut Creek Medical Center, John Muir Health Concord Medical Center",Neurology,"Pleasant Hill 400 Taylor Blvd Suite 301 Pleasant Hill, CA 94523 Ph: 925-602-7060 Fx: 925-602-7070",
"Megan French, NP",https://www.bassmedicalgroup.com/wp-content/uploads/2018/10/HeadshotComingSoon1-1-e1544036775847.jpg,Bio coming soon,,,"Gastroenterology, Nurse Practitioner","Mountain View 2490 Hospital Drive Suite 211 Mountain View, CA 94040 Ph: 650-988-7488 Fx: 650-988-7486",www.marcusgi.com
"Swapna Ghanta, MD",https://www.bassmedicalgroup.com/wp-content/uploads/2018/10/Ghanta_Swapna-e1544036654763.jpg,"Swapna Ghanta, M.D., is a general surgeon and specializing in breast surgery. She attended the New Jersey Medical School at Rutgers University. She completed her general surgery residency at the Hofstra Northwell School of Medicine and a research fellowship at the Memorial Sloan Kettering Cancer Center in New York studying lymphatic biology and lymphedema during which time she presented her research at several national meetings and published in peer-reviewed journals. She also has completed a clinical fellowship in breast surgical oncology at the University of Miami in Florida where she became proficient in advanced breast techniques including partial breast reconstruction, oncoplastic lumpectomies and S-LYMPHA, an innovative procedure which drastically reduces post axillary dissection lymphedema. Dr. Ghantas clinical interests are axillary management, lymphedema, high risk patients and the management of locally advanced breast cancerDr. Ghanta was born in New Jersey and enjoys bicycling, traveling and paddle boarding in her free time. She is also a soccer fan and is looking forward to supporting the US Womans National Team in the upcoming Womans World Cup.Medical School:Rutgers New Jersey Medical School inNewarkResidency:Hofstra/Northwell School of Medicine inHempstead, New YorkFellowship:Memorial Sloan Kettering Cancer Center in New York and University of Miami in Florida","Medical School:Rutgers New Jersey Medical School inNewark, Residency:Hofstra/Northwell School of Medicine inHempstead, New York, Fellowship:Memorial Sloan Kettering Cancer Center in New York and University of Miami in Florida",,"General Surgery, Breast Surgery","Walnut Creek 112 La Casa Via Suite 340, Walnut Creek Walnut Creek, CA 94598 Ph: 925-945-7600 Fx: 925-945-7664 | Antioch 2350 Country Hills Drive Suite A Antioch, CA 94509 Ph: 925-757-0800 Fx: 925-757-2160",
"Monica Gardner, FNP, MSN, RN",https://www.bassmedicalgroup.com/wp-content/uploads/2018/07/Gardener_Monica-1-e1540428648179.jpg,"I was born right here in Walnut Creek, at John Muir Medical Center, and grew up in the Alamo/Danville area. After graduating high-school, I attended Pepperdine University in beautiful Malibu, California and received my Bachelors of Science in Sports Medicine, with a pre-med emphasis. I always knew, even as a child, I wanted a career in the medical field. However, it was not until after graduation, and a lot of research and soul-searching, that I realized I wanted to become a nurse practitioner.After reading about the profession and having wonderful experiences with nurse practitioners as a patient, I realized this was the perfect career for me. It would afford me both the opportunity to provide comprehensive, high-quality medical care, and the flexibility to live a happy and fulfilling family life. As much as I love what I do, there is nothing I love more then spending time with my husband and our wonderful little girl.With this new career path in mind, I began a nursing program at Samuel Merritt University in Oakland. It was during my RN rotations that I fell in love with Labor and Delivery. There is nothing more gratifying then being with and providing care to people during one of the most exciting, memorable, emotional and life-changing experiences they will ever have- becoming a parent. After graduating from nursing school in 2006, I was fortunate enough to receive a job offer in Labor and Delivery at John Muir. It is because of the love of what I do that I am still working there as a Labor and Delivery Nurse 3 days a week.While working in labor and delivery, I began a nurse practitioner program, and three years later received my Masters of Science in Nursing as a Family Nurse Practitioner. With my L&D experience I chose to focus my clinical training in Obstetrics and Gynecology, which has led me to where I am today. I enjoy working in an OBGYN practice because it allows me to work with women of all ages, through many pivotal times in their lives, such as adolescence, pregnancy, menopause and beyond. It also allows me to form more lasting relationships with my patients and follow them throughout the course of their lives. I especially love when I get to see a couple throughout their pregnancy and then have the opportunity to care for them during their labor and delivery experience.I feel so fortunate to have joined this wonderful practice, which is committed to providing the highest quality patient care in a kind and compassionate manner. It is my goal that my patients will feel comfortable discussing their questions and concerns, and leave feeling confident in and satisfied with the care they received.Medical School: Nursing ProgramSamuel Merritt University in Oakland, CaliforniaUndergraduate:Bachelors of Science in Sports MedicineI attended Pepperdine University in Malibu, California","Medical School: Nursing ProgramSamuel Merritt University in Oakland, California, Undergraduate:Bachelors of Science in Sports MedicineI attended Pepperdine University in Malibu, California",,"Nurse Practitioner, Obstetrics and Gynecology","Walnut Creek 110 Tampico Suite 220 Walnut Creek, CA 94598 Ph: 925-935-5356 Fx: 925-935-1070",www.stephenwellsmd.com
"Shaun A. Frost, PA-C",https://www.bassmedicalgroup.com/wp-content/uploads/2016/12/Frost_Shaun-e1540428530327.jpg,"Shaun A. Frost, PA-C, brings over 30 years of medical experience and a decade ofear, nose and throatexperience to BASS Medical Group. A certified physician assistant, Shaun sees patients at two of our San Jose locations and will also practice at our Morgan Hill location when it opens later this year.Shaun is originally from New Hampshire and served in the U.S. Marine Corps as a field medic. During his time with the Marines, he had the honor of serving on the Presidential Helicopter Team (HMX-1) under Presidents George H.W. Bush and Bill Clinton.After leaving the Navy, Shaun worked at a high-tech company in Silicon Valley as a member of their emergency medical response team and computer technical development group.Looking for new challenges, he attended the Stanford Physician Assistant Program where he served as class president. After graduation, he was hired at the Stanford Cancer Center in head and neck surgical oncology department. In addition to this, he worked a second job in family practice. He held these jobs for almost ten years before joining the team at BASS.Shaun works with patients of all ages and has a special interest in helping other veterans recover from cancer and improve their lives.Shaun is married to his wife, Katy, a labor and delivery nurse. Together they have four children. He recently welcomed his first granddaughter. Shauns personal interests include camping and backpacking with his family, California wine and watching football (NFL and College).Medical School:Physician Assistant ProgramStanford University in California",Medical School:Physician Assistant ProgramStanford University in California,,"Otolaryngology (ENT), Physician Assistant","San Jose 2505 Samaritan Drive Suite 510 San Jose, CA 95124 Ph: 408-358-6163 Fx: 408-358-0223 | San Jose 6060 Hellyer Avenue Suite 150 San Jose, CA 95138 Ph: 408-227-6300 Fx: 408-227-6314 | Morgan Hill 16130 Juan Hernandez Drive Suite 108 Morgan Hill, CA 95037 Ph: 408-358-6163 Fx: 408-465-2564",www.caminoent.com
"Lloyd C. Ford, MD",https://www.bassmedicalgroup.com/wp-content/uploads/2018/09/Dr.-Lloyd-Ford-Otolaryngologist.jpg,"Dr. Lloyd Ford is board-certified by the American Board of Otolaryngology  Head and Neck Surgery. He obtained his bachelors degree in biology at theUniversity of California, San Diego, graduating in 1992. In 1996, he graduated from MCP Hahnemann University School of Medicine (known today as theDrexel University College of Medicine) with his medical doctorate. He completed his general internship with UC Davis  East Bay and Otolaryngology  Head and Neck Surgery at Kaiser Permanente Medical Center. He has presented his research at national meetings and published numerous articles pertaining to his field in top academic journals. He has served on multiple hospital committees.Dr. Ford is an active staff member of the John Muir Health system and sees patients at both the Walnut Creek and Concord campuses. He has been practicing in the community with Contra Costa ENT since 2001, and currently sees patients at both the Walnut Creek and Concord offices.Dr. Ford welcomes all patients withear, nose, throat,head and neckdisorders. He is proficient in all aspects of otolaryngology, including microscopic ear surgery, thyroid and parotid surgery, nasal obstruction andsinus disorders, snoring and sleep apnea, pediatric ENT disorders, swallowing problems, head and neck cancer, and endoscopic treatment of Zenkers diverticulum.Medical School:Hahnemann University School of Medicine (Drexel University College of Medicine)inPhiladelphia, PennsylvaniaInternship:UC Davis in CaliforniaResidency:Kaiser Permanente Medical Center in Walnut Creek, CaliforniaJohn Muir Health Walnut Creek Medical CenterJohn Muir Health Concord Medical Center","Medical School:Hahnemann University School of Medicine (, Drexel University College of Medicine, )inPhiladelphia, Pennsylvania, Internship:UC Davis in California, Residency:Kaiser Permanente Medical Center in Walnut Creek, California","John Muir Health Walnut Creek Medical Center, John Muir Health Concord Medical Center",Otolaryngology (ENT),"Concord 2700 Grant Street Suite 104 Concord, CA 94520 Ph: 925-685-7400 Fx: 925-685-0917 | Walnut Creek 2121 Ygnacio Valley Road Building G Suite 2 Walnut Creek, CA 94598 Ph: 925-932-3112 Fx: 925-932-3317",www.contracostaent.com
"Karen Fong, MD",https://www.bassmedicalgroup.com/wp-content/uploads/2016/09/Fong_Karen-e1540428452127.jpg,"Dr. Karen Fong specializes in advanced care for complex disorders of the nose,paranasal sinusesand skull base.Dr. Fong completed her undergraduate degree atStanford University, where she received a dual B.S. and M.S. in Biological Sciences. She received her M.D. degree fromBaylor College of Medicinein Houston, TX. She went on to complete her residency training in Otolaryngology-Head and Neck Surgery atNorthwestern University Medical Schoolin Chicago, IL. Following the completion of residency, Dr. Fong spent two years as a NIH post-doctoral research fellow, studying the effects of steroids on olfaction.After completing her residency and post-doctoral research fellowship, Dr. Fong joined the full-time faculty at Oregon Health and Science University in Portland Oregon as a member of the Oregon Sinus Center.In 2007, Dr. Fong moved from Portland to join Dr. Winston Vaughan in Northern California at the California Sinus Centers, where she became the co-director of the Fellowship in Rhinology and Advanced Sinus Surgery at the California Sinus Centers.Dr. Fong has been active as a leader and educator in the field of rhinology. She is an Adjunct Clinical Assistant Professor in the Department of Otolaryngology-Head and Neck Surgery at Stanford University. She has served on the Board of Directors of the American Rhinologic Society (ARS), has chaired the ARS Membership Committee, and has served on the Rhinology and Allergy Education Committee for the American Academy of Otolaryngology. Dr. Fong has authored multiple peer-reviewed papers and speaks nationally on topics related to rhinology and sinusitis. She also participates in multiple clinical research trials related to the field of rhinology.Dr. Fong is a Diplomate of the American Academy of Otolaryngology (AAO-HNS) and a Fellow of the American Rhinologic Society (ARS) and the American College of Surgeons. She has been elected by her peers for inclusion in Best Doctors in America. Her practice is centered in the East Bay, and she is on staff at John Muir Medical Center, San Ramon Regional Medical Center, San Ramon Surgery Center, and Sequoia Surgical Pavilion.Outside of work, she enjoys golfing, gardening, and spending time with friends and family.Medical School:Baylor College of Medicinein Houston, TexasResidency:Northwestern University Medical Schoolin Chicago,IllinoisAmerican Academy of Otolaryngology (AAO-HNS)American Rhinologic Society (ARS)American College of SurgeonsJohn Muir Health Walnut Creek Medical CenterSan Ramon Regional Medical CenterSan Ramon Surgery Center, and Sequoia Surgical Pavilion.","Medical School:Baylor College of Medicine, in Houston, Texas, Residency:Northwestern University Medical School, in Chicago,Illinois",,Otolaryngology (ENT),"Pleasanton 5924 Stoneridge Drive Suite 207 Pleasanton, CA 94588 Ph: 925-300-4680 Fx: 925-906-9780 | Walnut Creek 2123 Ygnacio Valley Road Building K Suite 100 Walnut Creek, CA 94598 Ph: 925-300-4680 Fx: 925-906-9780",www.calsinus.com
"Christian Foglar, MD",https://www.bassmedicalgroup.com/wp-content/uploads/2018/10/HeadshotComingSoon1-1-e1544036775847.jpg,"Dr. Christian Foglar was born and raised in Switzerland and received his degree from the medical school at theUniversity of Basel. He completed his orthopedic residency as well as orthopedic research in Switzerland, and also spent time working in Ghana. After working in Africa, Dr. Foglar joined Florida Orthopedic Institute as a partner. He served there for four years before relocating to the Bay Area.Dr. Foglarhas privileges at Good Samaritan Hospital, Los Gatos Community Hospital, OConnor Hospital and Silicon Valley Surgery Center. He is also on the Trauma team at Regional Medical Center in San Jose.Medical School:University of Baselin SwitzerlandInternship:Harbor UCLA Medical Center in Torrance, CaliforniaResidency:University of California San FranciscoFellowship:Baylor College of Medicine in Houston, TexasGood Samaritan HospitalLos Gatos Community HospitalOConnor HospitalSilicon Valley Surgery CenterRegional Medical Center in San Jose.","Medical School:University of Basel, in Switzerland, Internship:Harbor UCLA Medical Center in Torrance, California, Residency:University of California San Francisco, Fellowship:Baylor College of Medicine in Houston, Texas","Good Samaritan Hospital, Los Gatos Community Hospital, OConnor Hospital, Silicon Valley Surgery Center, Regional Medical Center in San Jose.",Orthopedic Surgery,"San Jose 6140 Camino Verde Drive Suite L San Jose, CA 95119 Ph: 408-224-1267 Fx: 408-926-6858 | Morgan Hill 16130 Juan Hernandez Drive Suite 104 Morgan Hill, CA 95037 Ph: 408-224-1267 Fx: 408-926-6858",
"Derek J. Florek, DPM",https://www.bassmedicalgroup.com/wp-content/uploads/2018/09/Dr.-Derek-Florek-Podiatrist.jpg,"As a podiatrist in Visalia, California the most important things to Dr. Florek arent feet, its the people who are attached to those feet.Growing up in Utah Dr. Florek always wanted to be a doctor. When it came time to apply to medical school he wanted to pick a specialty in which he could make an impact on disease but still have a close personal relationship with his patients. As he shadowed numerous different types of doctors one thing really stuck out to him was how happy the podiatrists in his community were, and how much they loved their patients and their patients loved them. It seemed like a perfect fit. Four years of podiatry school and threerigorousyears of residency training later, that is still what he loves mostthe personal interaction with those he is treating.His special interests in podiatry include trauma, pediatric and adult foot and ankle deformity, and managing the complications of diabetes.Dr. Florek, along with his Wife and 4 growing children, are happy to call the Central Valley their home.MedicalSchool:California School of Podiatric Medicine at Samuel Merritt University in OaklandResidency:Aria Health Hospital in Philadelphia,PennsylvaniaAmerican College of Foot and Ankle SurgeonsAmerican Podiatric MedicalAssociation","MedicalSchool:California School of Podiatric Medicine at Samuel Merritt University in Oakland, Residency:Aria Health Hospital in Philadelphia,Pennsylvania","American College of Foot and Ankle Surgeons, American Podiatric MedicalAssociation",Podiatry,"Visalia 2914 W. Main Street Visalia, CA 93291 Ph: 559-627-2849 Fx: 559-627-9772",www.visaliafootcare.com/
"Faranak (Frankie) Fiedler, MD",https://www.bassmedicalgroup.com/wp-content/uploads/2018/09/Dr.-Frankie-Fiedler-Family-Medicine-Specialist-San-Ramon.jpg,"Faranak, also known as Frankie, is passionate about offering individualized care, creating warm and friendly environments for patients, and alleviating the stress of health care. Her healthcare career started as a Chiropractor and to this day uses a very integrated whole person approach to her care. She enjoys getting to know patientslistening to their concerns and understanding their symptoms, then working together with patients to establish an individualized care plan that fits their lifestyle.Frankie graduated from AU.C. School of Medicine in St. Martin, Netherlands Antilles and completed her family medicine training at Mclaren Regional Medical Center. Frankie is board certified by the American Board of Family Medicine.When not spending time with patients, you can find Frankie spending her time with family and traveling to far off lands.Special Medical InterestsMedical School:AU.C. School of Medicine in St. Martin, Netherlands AntillesJohn Muir Health Walnut Creek Medical CenterSaint Francis Memorial HospitalSan Ramon Regional Medical Center","Medical School:AU.C. School of Medicine in St. Martin, Netherlands Antilles","John Muir Health Walnut Creek Medical Center, Saint Francis Memorial Hospital, San Ramon Regional Medical Center",Family Medicine,"San Ramon 2301 Camino Ramon, Suite 180 San Ramon, CA 94583 Ph: 925-866-1005 Fx: 925-866-1006",www.diablodocs.com
"Behrouz Farsi, PA-C",https://www.bassmedicalgroup.com/wp-content/uploads/2018/08/Farsi_Behrouz_smaller-e1540428297212.jpg,"Behrouz Farsi grew-up in northern California, graduated with a bachelors of science in the biological sciences from UC Davis before working as a public health specialist and then a clinical research scientist at the National Institutes of Health. He graduated as a physician assistant from the Yale School of Medicine in 1999. He has worked in the fields of GI medicine and surgery as well as oncology and has returned to practice otology and ENT with Dr. Maw after serving the practice for 2 years. He brings to the practice a love of the healing arts, compassion, as well as the desire to connect with and provide superlative service to his patients. He is married, has a son and loves to travel as well as explore/experience the arts, the outdoors and good food. Please feel free to contact him with your thoughts and questions.Medical School: Physician AssistantYale School of Medicine in New Haven, ConnecticutBachelors of Science: Biological SciencesUC Davis in California","Medical School: Physician AssistantYale School of Medicine in New Haven, Connecticut, Bachelors of Science: Biological SciencesUC Davis in California",,"Otolaryngology (ENT), Physician Assistant","San Jose 3071 Payne Avenue San Jose, CA 95128 Ph: 408-533-0875 Fx: 408-540-5419",www.earassociates.com
"Emily Felkner, PA-C, MMS, RD",https://www.bassmedicalgroup.com/wp-content/uploads/2018/10/Emily-Felkner-PA-C-MMS-RD.jpg,"Emily Felkner PA-C, MMS, RD is a physician assistant who has been working in the OBGYN specialty since graduating in 2016. She earned her degree, graduating with honors, from Nova Southeastern University in Jacksonville, Florida and is a Certified Physician Assistant with the NCCPA. She discovered her passion for womens health while participating in a clinical internship during her masters program. Prior to embarking on her career as a physician assistant, Emily studied Medical Dietetics at The Ohio State University. She went on to practice as a registered dietitian and enjoys incorporating her knowledge and background into her practice as a PA. At Muir OBGYN she enjoys working with women of all ages and can provide services including annual exams, Pap smears, birth control, GYN issues, STD screening, pregnancy ultrasounds, prenatal care, and more. In her free time Emily enjoys traveling and spending time with family and friends.Medical Degree:Physician AssistantNova Southeastern University in Jacksonville, Florida","Medical Degree:Physician AssistantNova Southeastern University in Jacksonville, Florida",,"Physician Assistant, Obstetrics and Gynecology","Walnut Creek 112 La Casa Via Suite 200 Walnut Creek, CA  94598 Ph: 925-933-4747 Fx: 925-935-3559",www.muirob.com
"Rachel Ersoff, AuD",https://www.bassmedicalgroup.com/wp-content/uploads/2018/10/HeadshotComingSoon1-1-e1544036775847.jpg,Bio Coming Soon,,,Audiology,"Santa Cruz 550 Water Street Suite A Santa Cruz, CA 95060 Ph: 831-476-4414 Fx: 831-476-0264 | Freedom 243 Green Valley Road Suite B Freedom, CA 95019 Ph: 831-724-9449 Fx: 831-724-1971",www.scentmd.com
